node_id,timestamp,air_temperature_C,relative_humidity_pct,air_pressure_hPa,wind_speed_ms,wind_direction_deg,leaf_wetness_pct,soil_moisture_pct,solar_radiation_Wm2,battery_voltage_V
SB-008,2011-03-31 18:50:00,24.88,65.29,1010.79,4.61,220.8,2.2,35.03,0.0,3.95
SB-001,2011-03-31 19:00:00,23.89,65.41,1015.97,3.22,272.6,0.0,37.31,0.0,3.13
SB-003,2011-03-31 19:10:00,23.51,59.55,1013.17,2.46,304.6,24.8,38.88,0.0,3.73
SB-012,2011-03-31 19:20:00,22.4,58.41,1013.82,2.51,220.9,17.2,28.71,0.0,3.68
SB-007,2011-03-31 19:30:00,23.01,51.79,1001.22,4.12,125.8,21.8,31.58,0.0,4.17
SB-001,2011-03-31 19:40:00,23.38,67.49,1013.26,1.89,317.0,0.0,32.41,0.0,4.2
SB-020,2011-03-31 19:50:00,23.32,63.37,1014.1,2.23,293.9,7.2,36.91,0.0,3.13
SB-001,2011-03-31 20:00:00,25.18,68.71,1016.31,0.1,104.4,17.2,39.21,0.0,3.59
SB-004,2011-03-31 20:10:00,23.58,64.93,1018.1,0.91,304.3,4.1,31.43,0.0,3.44
SB-018,2011-03-31 20:20:00,20.73,58.55,1017.56,1.08,104.8,1.9,30.3,0.0,3.81
SB-005,2011-03-31 20:30:00,25.25,62.82,1004.67,2.24,30.2,5.6,36.99,0.0,3.41
SB-001,2011-03-31 20:40:00,22.59,55.54,1013.57,1.95,114.1,20.6,31.88,0.0,3.8
SB-001,2011-03-31 20:50:00,21.84,61.8,1013.53,1.08,169.3,0.0,48.26,0.0,3.94
SB-005,2011-03-31 21:00:00,24.49,63.88,1004.06,3.55,170.5,0.1,37.92,0.0,3.37
SB-018,2011-03-31 21:10:00,22.97,66.17,1009.38,2.95,328.1,10.3,29.79,0.0,3.82
SB-009,2011-03-31 21:20:00,19.99,62.6,1006.71,3.54,325.1,0.0,31.42,0.0,3.59
SB-010,2011-03-31 21:30:00,22.06,53.53,1012.52,0.44,265.1,0.0,48.95,0.0,3.59
SB-007,2011-03-31 21:40:00,20.9,55.97,1005.32,0.62,114.0,0.0,35.19,0.0,3.45
SB-015,2011-03-31 21:50:00,21.86,53.31,1014.76,1.56,273.8,7.6,40.23,0.0,3.48
SB-014,2011-03-31 22:00:00,22.35,60.63,1013.55,1.9,257.0,24.3,46.1,0.0,3.73
SB-004,2011-03-31 22:10:00,21.47,63.31,1008.77,3.26,269.2,3.0,44.13,0.0,3.43
SB-014,2011-03-31 22:20:00,21.02,64.44,1011.18,5.37,269.7,22.6,42.58,0.0,3.69
SB-007,2011-03-31 22:30:00,20.73,61.01,1015.93,3.37,195.6,23.9,32.92,0.0,3.34
SB-008,2011-03-31 22:40:00,20.24,63.91,1015.07,4.06,45.1,3.3,33.35,0.0,3.32
SB-008,2011-03-31 22:50:00,21.37,63.0,1009.46,2.34,213.3,8.2,40.95,0.0,3.72
SB-005,2011-03-31 23:00:00,21.42,68.23,1014.62,1.89,167.7,12.7,24.56,0.0,3.38
SB-011,2011-03-31 23:10:00,21.13,59.5,1014.23,4.07,24.6,10.9,35.33,0.0,3.63
SB-002,2011-03-31 23:20:00,21.5,75.24,1008.19,2.55,285.7,3.7,33.85,0.0,3.35
SB-015,2011-03-31 23:30:00,18.51,72.72,1008.6,1.21,49.0,7.2,33.02,0.0,3.64
SB-019,2011-03-31 23:40:00,17.46,64.9,1018.11,3.73,277.6,7.4,35.78,0.0,3.68
SB-018,2011-03-31 23:50:00,19.9,55.73,1010.41,0.2,23.4,13.9,25.85,0.0,4.16
SB-015,2011-04-01 00:00:00,20.13,61.45,1014.67,2.79,76.0,27.6,41.09,0.0,3.49
SB-019,2011-04-01 00:10:00,20.81,65.34,1014.19,2.34,140.5,45.4,45.87,0.0,3.86
SB-007,2011-04-01 00:20:00,20.55,70.4,1009.57,0.84,77.9,19.1,39.8,0.0,3.56
SB-004,2011-04-01 00:30:00,19.17,71.03,1017.65,0.14,172.2,27.5,33.16,0.0,3.63
SB-014,2011-04-01 00:40:00,19.22,64.56,1013.72,4.4,31.2,21.9,30.53,0.0,3.58
SB-008,2011-04-01 00:50:00,16.93,76.46,1011.6,3.46,26.8,14.5,37.22,0.0,3.71
SB-010,2011-04-01 01:00:00,19.4,76.69,1011.29,3.92,23.7,36.5,37.77,0.0,3.65
SB-013,2011-04-01 01:10:00,15.16,69.58,1012.02,4.28,154.6,48.5,24.33,0.0,3.57
SB-006,2011-04-01 01:20:00,17.28,71.78,1011.61,2.37,94.7,26.9,42.15,0.0,3.54
SB-004,2011-04-01 01:30:00,19.36,74.77,1011.63,2.38,160.8,28.6,35.01,0.0,3.47
SB-005,2011-04-01 01:40:00,18.63,77.98,1012.25,2.25,268.0,25.3,37.41,0.0,3.43
SB-010,2011-04-01 01:50:00,16.44,70.52,1017.02,2.7,190.7,38.7,42.67,0.0,3.48
SB-013,2011-04-01 02:00:00,20.86,73.59,1010.96,2.5,102.0,20.2,35.83,0.0,3.53
SB-019,2011-04-01 02:10:00,18.75,74.04,1010.83,3.88,215.3,39.4,37.31,0.0,3.35
SB-011,2011-04-01 02:20:00,19.39,81.9,1006.26,3.22,359.4,23.5,31.42,0.0,3.55
SB-019,2011-04-01 02:30:00,18.32,84.21,1015.1,3.86,303.9,41.0,59.36,0.0,3.94
SB-005,2011-04-01 02:40:00,17.69,78.37,1016.16,0.96,348.1,51.8,48.05,0.0,3.58
SB-005,2011-04-01 02:50:00,15.8,79.04,1015.44,2.83,129.6,37.0,31.13,0.0,3.62
SB-001,2011-04-01 03:00:00,16.67,80.94,1007.35,2.36,101.1,27.1,36.11,0.0,3.47
SB-009,2011-04-01 03:10:00,16.27,74.49,1014.78,1.29,73.1,33.1,24.79,0.0,3.85
SB-007,2011-04-01 03:20:00,19.2,79.84,1014.07,3.75,150.9,24.4,37.31,0.0,3.7
SB-009,2011-04-01 03:30:00,18.23,82.21,1015.83,0.3,279.7,26.9,37.54,0.0,3.97
SB-010,2011-04-01 03:40:00,19.79,77.5,1011.56,0.17,209.7,20.5,34.74,0.0,3.58
SB-003,2011-04-01 03:50:00,,79.04,1018.1,4.04,292.6,34.0,41.14,0.0,3.49
SB-018,2011-04-01 04:00:00,17.63,90.74,1009.98,3.28,359.3,40.7,50.62,0.0,3.52
SB-009,2011-04-01 04:10:00,18.0,96.43,1013.66,1.94,180.6,27.0,33.66,0.0,3.58
SB-005,2011-04-01 04:20:00,20.04,78.41,1015.87,5.12,146.1,28.7,40.6,0.0,3.65
SB-011,2011-04-01 04:30:00,18.61,75.06,1012.43,2.72,181.9,28.4,40.49,0.0,3.68
SB-001,2011-04-01 04:40:00,19.73,87.32,1016.14,1.67,226.4,22.0,32.84,0.0,3.37
SB-002,2011-04-01 04:50:00,18.81,88.36,1015.37,4.9,291.4,25.8,44.99,0.0,3.57
SB-018,2011-04-01 05:00:00,19.41,86.81,1014.67,2.95,45.1,31.0,38.43,0.0,3.54
SB-020,2011-04-01 05:10:00,20.21,88.74,1014.96,3.54,4.9,21.4,33.68,0.0,3.57
SB-014,2011-04-01 05:20:00,18.96,90.09,1012.55,0.86,312.9,32.1,34.41,0.0,3.83
SB-008,2011-04-01 05:30:00,19.31,92.95,1011.0,0.4,307.2,48.5,34.39,0.0,3.82
SB-019,2011-04-01 05:40:00,19.18,81.58,1018.13,1.05,220.3,33.1,41.63,0.0,3.45
SB-014,2011-04-01 05:50:00,16.99,94.85,1012.84,4.89,70.4,33.2,33.49,0.0,3.89
SB-014,2011-04-01 06:00:00,19.35,87.49,1015.68,1.78,165.2,31.4,35.97,30.3,3.53
SB-020,2011-04-01 06:10:00,19.31,95.72,1009.93,1.97,324.0,44.5,28.76,124.9,3.84
SB-008,2011-04-01 06:20:00,21.71,87.42,1013.09,2.29,280.7,38.7,36.7,129.2,3.35
SB-009,2011-04-01 06:30:00,18.42,92.34,1015.37,2.19,41.5,43.4,33.93,121.4,3.6
SB-014,2011-04-01 06:40:00,19.44,92.4,1018.38,3.08,236.8,23.7,43.68,94.3,3.84
SB-012,2011-04-01 06:50:00,21.12,97.56,1009.18,2.0,128.0,28.6,34.68,211.4,3.32
SB-013,2011-04-01 07:00:00,20.32,88.95,1017.81,3.21,134.9,24.7,40.12,144.6,3.7
SB-006,2011-04-01 07:10:00,19.57,87.56,1008.05,0.15,311.7,27.3,30.59,234.1,3.57
SB-014,2011-04-01 07:20:00,19.11,93.84,1012.66,0.69,319.8,32.5,45.02,326.3,3.64
SB-015,2011-04-01 07:30:00,21.93,91.51,1013.63,3.54,338.9,24.2,17.2,272.3,3.27
SB-002,2011-04-01 07:40:00,17.37,83.68,1016.55,0.93,48.9,19.2,30.33,285.0,3.5
SB-018,2011-04-01 07:50:00,21.27,90.58,1005.09,3.31,32.8,37.3,24.41,354.0,3.53
SB-010,2011-04-01 08:00:00,21.12,84.71,1018.18,6.35,105.9,34.8,38.64,491.4,3.41
SB-007,2011-04-01 08:10:00,20.11,84.64,1007.13,1.88,13.3,2.5,44.83,439.1,3.38
SB-005,2011-04-01 08:20:00,21.09,86.75,1012.5,2.51,201.7,0.0,32.22,538.9,3.45
SB-008,2011-04-01 08:30:00,19.92,87.41,1014.59,0.61,6.4,7.1,29.66,506.8,3.76
SB-020,2011-04-01 08:40:00,20.48,85.05,1014.05,0.88,113.4,0.0,39.77,448.4,3.78
SB-013,2011-04-01 08:50:00,20.65,86.8,1013.44,0.36,198.1,8.3,30.74,527.0,3.8
SB-007,2011-04-01 09:00:00,22.12,87.39,1014.18,2.87,60.8,6.1,33.33,488.2,3.89
SB-018,2011-04-01 09:10:00,22.84,89.78,1011.22,1.32,158.5,0.0,28.47,595.8,3.78
SB-009,2011-04-01 09:20:00,23.01,84.23,1014.84,2.28,167.7,24.4,45.98,612.8,3.31
SB-012,2011-04-01 09:30:00,25.45,91.35,1018.01,2.13,147.9,0.4,33.72,656.7,3.5
SB-017,2011-04-01 09:40:00,23.85,91.28,1011.51,1.87,16.3,3.5,40.37,684.0,3.57
SB-010,2011-04-01 09:50:00,22.58,96.94,1012.23,3.11,75.0,0.7,33.27,644.6,3.73
SB-007,2011-04-01 10:00:00,24.29,100.0,1017.65,0.91,36.5,10.1,35.12,657.9,3.79
SB-005,2011-04-01 10:10:00,21.53,76.9,1011.6,0.91,13.2,8.7,31.73,714.3,3.51
SB-015,2011-04-01 10:20:00,22.63,87.01,1011.16,1.69,160.9,0.0,31.82,690.9,3.71
SB-016,2011-04-01 10:30:00,25.73,83.7,1010.16,3.21,219.4,2.0,32.24,749.7,3.41
SB-016,2011-04-01 10:40:00,21.47,94.85,1009.9,2.93,168.9,0.0,39.06,689.5,3.47
SB-010,2011-04-01 10:50:00,22.75,94.28,1017.0,1.13,229.1,0.0,27.08,741.4,3.5
SB-014,2011-04-01 11:00:00,25.42,100.0,1014.59,1.37,18.9,12.2,37.54,671.3,3.43
SB-020,2011-04-01 11:10:00,27.34,77.49,1010.07,2.53,289.0,8.1,38.05,708.6,3.16
SB-017,2011-04-01 11:20:00,24.78,94.16,1009.93,4.03,357.6,6.1,43.09,841.8,3.46
SB-006,2011-04-01 11:30:00,24.13,81.87,1010.4,0.27,335.4,9.9,40.52,786.4,3.31
SB-001,2011-04-01 11:40:00,26.89,77.68,1010.25,4.51,196.7,18.5,21.84,810.3,3.8
SB-011,2011-04-01 11:50:00,24.89,77.75,1008.36,0.05,294.6,0.0,41.49,777.4,3.35
SB-001,2011-04-01 12:00:00,25.03,76.33,1016.26,2.71,48.7,2.4,33.45,859.9,3.75
SB-012,2011-04-01 12:10:00,25.72,93.77,1014.08,3.94,128.5,0.0,31.45,815.3,3.62
SB-020,2011-04-01 12:20:00,24.02,79.64,1015.7,4.17,20.4,1.6,31.84,806.0,3.83
SB-015,2011-04-01 12:30:00,27.26,82.92,,2.76,67.3,7.3,39.24,779.0,3.71
SB-005,2011-04-01 12:40:00,26.36,81.1,1012.4,5.83,196.1,21.2,36.86,816.6,3.49
SB-010,2011-04-01 12:50:00,24.6,78.98,1017.67,0.1,273.6,7.9,31.67,856.4,3.42
SB-017,2011-04-01 13:00:00,24.67,65.92,1009.17,2.29,115.5,0.0,40.23,721.9,3.56
SB-010,2011-04-01 13:10:00,23.93,73.44,1021.67,5.13,304.5,0.0,36.24,764.9,3.46
SB-007,2011-04-01 13:20:00,24.06,69.44,1010.73,2.42,164.4,0.0,31.29,709.5,3.92
SB-018,2011-04-01 13:30:00,,79.57,1011.16,2.89,187.9,6.7,41.68,677.4,3.72
SB-006,2011-04-01 13:40:00,24.28,69.99,1010.46,2.43,299.5,12.0,42.26,624.5,3.93
SB-009,2011-04-01 13:50:00,26.03,70.0,1008.88,1.53,130.9,0.0,24.34,554.7,3.68
SB-002,2011-04-01 14:00:00,25.58,79.33,1005.2,5.37,35.0,0.0,26.58,776.1,3.59
SB-012,2011-04-01 14:10:00,26.12,82.39,1011.84,2.4,107.0,10.6,35.4,720.6,3.54
SB-005,2011-04-01 14:20:00,25.38,64.08,1012.71,0.83,161.9,6.0,40.32,725.2,3.42
SB-015,2011-04-01 14:30:00,28.62,75.12,1017.13,2.41,29.3,13.5,28.19,547.5,3.13
SB-013,2011-04-01 14:40:00,26.53,69.64,1013.4,4.38,256.0,0.0,37.28,677.5,3.45
SB-002,2011-04-01 14:50:00,25.62,70.28,1009.11,0.7,15.0,3.0,45.94,572.7,3.56
SB-015,2011-04-01 15:00:00,25.43,74.82,,0.3,195.9,0.0,35.43,611.1,3.68
SB-014,2011-04-01 15:10:00,26.03,65.91,1019.27,4.65,241.8,0.0,43.11,515.2,3.57
SB-009,2011-04-01 15:20:00,26.43,69.86,1011.45,5.35,217.4,15.4,34.56,582.6,3.82
SB-016,2011-04-01 15:30:00,25.65,67.11,1013.09,3.74,119.4,7.0,31.3,462.5,3.61
SB-002,2011-04-01 15:40:00,28.11,72.17,1010.78,2.65,329.3,0.0,26.13,451.9,3.45
SB-001,2011-04-01 15:50:00,25.52,75.35,1015.74,0.25,333.1,16.4,37.22,421.3,3.41
SB-009,2011-04-01 16:00:00,26.64,78.23,1012.16,2.07,76.8,0.0,28.0,364.2,3.8
SB-020,2011-04-01 16:10:00,24.13,73.38,1015.74,3.34,25.9,0.0,24.18,395.9,3.46
SB-014,2011-04-01 16:20:00,27.38,70.46,1011.67,1.88,85.0,0.0,28.31,351.4,3.76
SB-002,2011-04-01 16:30:00,25.25,56.33,1014.2,3.3,217.8,0.0,35.6,320.1,3.59
SB-001,2011-04-01 16:40:00,23.86,62.26,1011.09,2.54,300.0,9.9,32.13,233.9,3.64
SB-010,2011-04-01 16:50:00,25.81,58.6,1010.86,4.4,92.4,5.1,32.53,258.2,3.52
SB-019,2011-04-01 17:00:00,26.11,67.45,1011.97,0.89,224.9,2.6,32.0,220.6,3.39
SB-018,2011-04-01 17:10:00,28.12,65.99,1015.1,5.13,167.0,0.0,35.69,163.4,3.63
SB-020,2011-04-01 17:20:00,26.19,72.34,1014.09,1.08,266.1,22.7,33.25,183.0,3.96
SB-020,2011-04-01 17:30:00,26.6,67.28,,0.13,256.3,9.5,31.69,150.8,3.83
SB-011,2011-04-01 17:40:00,25.88,54.13,1012.43,6.34,252.3,0.0,36.77,103.6,3.26
SB-009,2011-04-01 17:50:00,27.4,60.7,,3.99,263.2,11.3,36.96,0.0,3.66
SB-015,2011-04-01 18:00:00,25.52,,1007.63,3.14,308.7,0.0,37.82,46.2,3.77
SB-016,2011-04-01 18:10:00,23.88,61.79,1008.31,1.21,124.6,0.0,26.39,0.0,3.66
SB-013,2011-04-01 18:20:00,24.48,57.98,1012.37,1.77,80.0,0.6,41.97,0.0,3.52
SB-006,2011-04-01 18:30:00,27.16,56.89,1007.57,3.7,288.6,9.5,26.03,0.0,3.46
SB-015,2011-04-01 18:40:00,23.61,63.92,1015.16,2.35,209.7,0.0,33.16,0.0,3.47
SB-015,2011-04-01 18:50:00,25.54,58.87,1015.33,0.68,151.4,13.7,23.32,0.0,3.62
SB-018,2011-04-01 19:00:00,23.83,62.16,1009.72,1.17,235.1,12.0,31.96,0.0,3.96
SB-011,2011-04-01 19:10:00,25.51,63.19,1005.97,0.17,227.8,12.7,37.73,0.0,3.4
SB-001,2011-04-01 19:20:00,24.37,55.35,1011.1,2.62,194.3,0.0,36.23,0.0,3.33
SB-014,2011-04-01 19:30:00,24.11,62.71,1008.6,3.95,271.4,11.1,35.98,0.0,3.24
SB-002,2011-04-01 19:40:00,23.07,60.84,1009.43,1.59,18.1,0.0,38.05,0.0,3.62
SB-002,2011-04-01 19:50:00,22.92,60.59,1011.08,1.44,83.8,0.0,32.78,0.0,3.64
SB-020,2011-04-01 20:00:00,24.8,61.57,1008.88,0.09,212.5,20.6,30.18,0.0,3.64
SB-010,2011-04-01 20:10:00,21.91,62.99,1012.11,4.48,54.0,16.4,47.02,0.0,3.55
SB-016,2011-04-01 20:20:00,21.41,63.9,1014.53,0.47,6.3,0.0,29.62,0.0,3.58
SB-003,2011-04-01 20:30:00,23.61,68.71,1014.71,2.62,187.7,13.8,28.71,0.0,3.58
SB-014,2011-04-01 20:40:00,25.1,53.15,1017.81,1.91,153.0,5.3,36.31,0.0,3.93
SB-007,2011-04-01 20:50:00,21.6,63.68,1008.21,2.96,191.6,5.0,40.7,0.0,3.71
SB-019,2011-04-01 21:00:00,21.17,67.97,1010.19,4.8,309.5,0.0,44.4,0.0,3.82
SB-019,2011-04-01 21:10:00,21.7,55.85,1009.34,3.13,206.0,0.0,39.64,0.0,3.41
SB-019,2011-04-01 21:20:00,21.14,61.32,1014.36,1.79,330.8,15.5,27.24,0.0,3.8
SB-003,2011-04-01 21:30:00,21.25,56.21,1012.0,4.94,100.2,14.3,30.87,0.0,3.23
SB-013,2011-04-01 21:40:00,22.66,64.12,1008.3,2.65,190.0,5.6,29.97,0.0,3.76
SB-019,2011-04-01 21:50:00,23.1,53.78,1019.62,4.32,213.8,0.2,29.72,0.0,3.94
SB-014,2011-04-01 22:00:00,20.4,63.74,1017.34,3.27,283.9,0.4,27.82,0.0,3.55
SB-008,2011-04-01 22:10:00,22.02,58.73,1012.09,2.08,308.1,17.0,38.66,0.0,3.76
SB-008,2011-04-01 22:20:00,20.28,63.47,1015.86,1.21,67.1,0.0,24.93,0.0,3.41
SB-017,2011-04-01 22:30:00,19.72,69.8,1007.42,3.53,204.8,0.0,39.63,0.0,3.66
SB-005,2011-04-01 22:40:00,21.77,66.81,1012.57,3.36,347.2,11.2,29.46,0.0,3.66
SB-005,2011-04-01 22:50:00,20.82,68.51,1013.3,0.72,338.8,0.0,26.7,0.0,3.91
SB-002,2011-04-01 23:00:00,20.64,70.21,1010.02,0.1,289.5,0.5,42.1,0.0,3.58
SB-011,2011-04-01 23:10:00,19.56,64.8,1015.42,0.51,104.7,14.5,37.48,0.0,3.61
SB-015,2011-04-01 23:20:00,19.42,71.64,1011.88,1.63,318.5,0.0,39.34,0.0,3.49
SB-007,2011-04-01 23:30:00,21.18,58.4,1017.32,0.65,49.8,17.4,44.06,0.0,3.51
SB-011,2011-04-01 23:40:00,20.98,68.76,1004.37,1.69,132.8,6.8,40.5,0.0,3.49
SB-002,2011-04-01 23:50:00,18.78,59.83,1016.58,3.56,105.4,17.0,41.97,0.0,3.42
SB-006,2011-04-02 00:00:00,18.64,69.75,1010.76,1.94,9.6,34.4,40.74,0.0,3.78
SB-009,2011-04-02 00:10:00,18.58,69.91,1008.66,2.19,254.1,29.2,32.63,0.0,3.53
SB-017,2011-04-02 00:20:00,21.07,68.67,1014.93,3.7,48.6,45.3,28.24,0.0,3.81
SB-019,2011-04-02 00:30:00,16.62,58.01,1015.42,5.47,250.3,34.6,31.34,0.0,3.49
SB-012,2011-04-02 00:40:00,19.16,65.48,1013.34,4.8,98.7,30.7,26.28,0.0,3.39
SB-006,2011-04-02 00:50:00,19.75,73.32,1017.72,2.02,242.5,15.9,38.44,0.0,3.49
SB-016,2011-04-02 01:00:00,17.7,63.7,1007.41,2.28,215.6,22.2,29.74,0.0,3.37
SB-002,2011-04-02 01:10:00,19.92,68.57,1012.03,0.25,314.7,17.0,31.28,0.0,3.58
SB-011,2011-04-02 01:20:00,18.31,68.87,1011.9,1.66,161.6,27.9,31.85,0.0,3.95
SB-015,2011-04-02 01:30:00,17.75,71.81,1013.15,2.68,107.9,33.0,35.59,0.0,3.35
SB-006,2011-04-02 01:40:00,19.43,71.8,1014.19,4.42,326.7,44.9,41.33,0.0,3.42
SB-009,2011-04-02 01:50:00,19.68,69.72,1009.14,4.51,51.6,47.9,36.14,0.0,3.1
SB-009,2011-04-02 02:00:00,16.92,65.39,1017.72,0.99,238.2,28.9,33.81,0.0,3.65
SB-018,2011-04-02 02:10:00,18.25,80.88,1012.57,0.58,27.9,28.6,41.44,0.0,3.7
SB-013,2011-04-02 02:20:00,20.58,79.71,1014.39,3.34,160.0,21.8,42.08,0.0,3.59
SB-005,2011-04-02 02:30:00,18.07,72.72,1013.37,0.01,43.1,24.8,48.2,0.0,3.6
SB-017,2011-04-02 02:40:00,18.03,84.16,1015.79,2.3,33.8,40.3,33.92,0.0,3.74
SB-011,2011-04-02 02:50:00,16.73,76.76,1010.22,2.64,281.1,9.7,42.42,0.0,3.63
SB-009,2011-04-02 03:00:00,15.05,84.46,1016.19,1.45,125.7,30.9,38.12,0.0,4.17
SB-020,2011-04-02 03:10:00,18.93,83.29,1011.73,5.26,61.8,16.4,27.01,0.0,3.49
SB-009,2011-04-02 03:20:00,17.42,84.92,1009.54,1.48,243.5,21.3,33.52,0.0,3.74
SB-009,2011-04-02 03:30:00,18.63,71.69,1012.68,1.32,245.3,20.9,37.76,0.0,3.78
SB-010,2011-04-02 03:40:00,15.58,74.02,1009.58,2.73,111.4,27.1,29.27,0.0,3.16
SB-020,2011-04-02 03:50:00,19.46,84.5,1017.5,0.01,220.0,33.5,33.62,0.0,3.69
SB-006,2011-04-02 04:00:00,20.07,76.35,1009.93,2.73,296.9,15.6,39.41,0.0,3.75
SB-004,2011-04-02 04:10:00,18.13,81.26,1015.54,0.79,289.2,26.1,38.3,0.0,3.46
SB-001,2011-04-02 04:20:00,17.03,79.12,,1.46,304.3,32.3,36.44,0.0,3.58
SB-006,2011-04-02 04:30:00,18.08,89.19,1009.44,2.02,109.3,37.0,31.27,0.0,4.14
SB-006,2011-04-02 04:40:00,18.43,88.65,1011.96,3.62,195.3,38.0,25.27,0.0,3.5
SB-012,2011-04-02 04:50:00,19.54,78.32,1013.63,2.87,320.2,37.7,37.21,0.0,3.47
SB-003,2011-04-02 05:00:00,19.39,79.59,1021.19,2.79,153.5,20.9,36.1,0.0,3.3
SB-013,2011-04-02 05:10:00,19.44,85.48,1010.28,3.38,290.6,45.2,29.4,0.0,3.51
SB-010,2011-04-02 05:20:00,17.97,81.91,1013.86,3.44,316.2,23.7,24.87,0.0,3.44
SB-009,2011-04-02 05:30:00,21.41,85.31,1007.0,1.51,24.9,27.7,32.49,0.0,3.69
SB-017,2011-04-02 05:40:00,18.99,90.53,1006.92,1.0,77.7,21.5,41.31,0.0,3.78
SB-011,2011-04-02 05:50:00,19.51,96.02,1014.33,5.18,157.1,11.6,39.5,0.0,3.62
SB-006,2011-04-02 06:00:00,16.79,86.47,1019.56,2.9,121.1,31.2,41.83,43.1,3.54
SB-010,2011-04-02 06:10:00,19.42,92.89,1008.4,1.9,121.7,30.2,38.36,0.0,3.56
SB-018,2011-04-02 06:20:00,20.32,98.29,1008.43,2.37,191.2,40.1,52.27,43.5,3.66
SB-014,2011-04-02 06:30:00,17.7,89.38,1011.26,1.63,139.7,22.6,34.85,149.5,3.51
SB-004,2011-04-02 06:40:00,19.22,94.65,1012.67,2.59,321.9,46.3,43.65,95.7,3.28
SB-013,2011-04-02 06:50:00,18.96,93.4,1017.22,1.38,134.7,46.0,36.6,170.1,3.6
SB-001,2011-04-02 07:00:00,21.04,89.18,1008.95,3.85,115.4,23.6,41.64,206.3,3.38
SB-020,2011-04-02 07:10:00,20.52,85.05,1010.41,2.78,81.9,27.1,38.43,270.7,3.62
SB-002,2011-04-02 07:20:00,20.98,93.89,1017.57,1.45,59.8,35.5,35.69,285.8,3.74
SB-003,2011-04-02 07:30:00,19.66,86.64,1013.02,1.17,140.1,27.8,37.27,335.8,3.61
SB-020,2011-04-02 07:40:00,19.89,92.27,1014.1,1.98,271.2,14.1,41.1,241.7,3.63
SB-003,2011-04-02 07:50:00,21.55,88.56,1015.78,3.98,70.2,28.7,31.15,382.5,3.81
SB-006,2011-04-02 08:00:00,20.39,93.99,1012.0,3.6,205.9,27.7,38.27,443.2,3.7
SB-007,2011-04-02 08:10:00,23.53,81.97,1012.06,0.07,334.5,8.8,33.56,465.7,3.69
SB-011,2011-04-02 08:20:00,19.77,89.03,1016.06,2.2,15.6,7.1,32.67,486.6,3.43
SB-007,2011-04-02 08:30:00,22.3,92.88,1010.9,2.76,347.9,6.5,43.71,442.3,3.64
SB-017,2011-04-02 08:40:00,23.43,91.1,1012.2,3.03,301.8,6.6,42.29,450.5,3.8
SB-019,2011-04-02 08:50:00,22.09,93.91,1011.08,4.16,356.5,14.4,39.39,580.8,3.54
SB-012,2011-04-02 09:00:00,21.39,90.83,1015.89,4.52,209.5,0.0,42.04,561.4,3.76
SB-001,2011-04-02 09:10:00,22.8,100.0,1011.0,5.59,85.6,0.0,33.72,544.3,3.69
SB-001,2011-04-02 09:20:00,22.1,97.89,1008.27,2.94,216.5,18.2,30.59,593.0,3.8
SB-018,2011-04-02 09:30:00,24.0,87.51,1014.39,2.62,355.6,14.7,42.89,700.3,3.33
SB-010,2011-04-02 09:40:00,23.28,94.25,1013.86,2.41,211.0,5.2,34.98,701.0,3.66
SB-020,2011-04-02 09:50:00,23.38,90.21,1015.47,0.25,198.9,0.0,42.86,718.2,3.52
SB-003,2011-04-02 10:00:00,23.05,95.97,1014.28,4.75,255.9,3.2,41.84,709.6,3.9
SB-014,2011-04-02 10:10:00,25.51,86.71,1012.81,3.48,209.8,0.0,26.93,640.5,3.55
SB-008,2011-04-02 10:20:00,24.64,92.22,1011.4,4.77,232.8,12.2,43.55,733.1,3.48
SB-016,2011-04-02 10:30:00,24.03,80.25,1010.02,0.15,334.1,4.5,34.6,760.6,3.53
SB-018,2011-04-02 10:40:00,22.85,78.28,1017.81,4.52,270.2,0.0,42.94,828.8,3.85
SB-009,2011-04-02 10:50:00,23.26,92.75,1019.22,3.07,341.8,0.0,29.56,853.5,3.9
SB-004,2011-04-02 11:00:00,22.28,88.56,1014.37,0.59,174.0,11.4,40.22,733.8,3.56
SB-001,2011-04-02 11:10:00,26.53,79.37,1015.93,2.2,125.0,3.6,25.98,897.5,3.83
SB-014,2011-04-02 11:20:00,25.0,85.06,1011.77,2.51,60.4,19.1,34.79,865.0,3.74
SB-011,2011-04-02 11:30:00,25.37,91.25,1014.2,3.95,161.8,0.0,42.89,857.7,3.6
SB-004,2011-04-02 11:40:00,26.09,88.84,1020.42,0.43,359.5,1.1,22.52,656.3,3.38
SB-016,2011-04-02 11:50:00,26.74,78.72,1015.53,3.17,185.0,0.0,36.42,824.8,3.88
SB-009,2011-04-02 12:00:00,24.48,83.47,1010.91,2.98,53.7,4.3,31.36,789.1,3.4
SB-014,2011-04-02 12:10:00,24.93,81.87,1014.62,2.61,230.0,9.4,31.75,883.9,3.65
SB-006,2011-04-02 12:20:00,23.46,93.52,1018.23,3.98,96.8,0.0,36.05,784.3,3.45
SB-002,2011-04-02 12:30:00,25.79,79.79,1008.54,2.38,190.3,8.0,37.39,824.8,3.92
SB-001,2011-04-02 12:40:00,27.03,85.28,1018.13,0.42,267.0,11.9,22.9,930.0,3.48
SB-020,2011-04-02 12:50:00,24.64,76.49,1017.45,0.94,171.7,9.9,46.73,817.5,3.81
